nbMots,sumLongueurMot,sumB10,frequence0,frequence1,nbPrefixeSelf,isCode
4,17,38,0.5294117647058824,0.47058823529411764,1,1
2,13,125,0.3076923076923077,0.6923076923076923,0,1
2,7,9,0.7142857142857143,0.2857142857142857,1,1
4,15,66,0.4666666666666667,0.5333333333333333,2,1
10,32,78,0.53125,0.46875,13,0
10,47,148,0.5319148936170213,0.46808510638297873,9,0
6,30,176,0.4666666666666667,0.5333333333333333,3,1
8,30,149,0.4666666666666667,0.5333333333333333,4,0
6,17,25,0.47058823529411764,0.5294117647058824,4,0
10,39,173,0.4358974358974359,0.5641025641025641,18,0
7,34,152,0.5294117647058824,0.47058823529411764,6,0
1,4,14,0.25,0.75,0,1
8,25,68,0.48,0.52,11,0
6,28,121,0.5357142857142857,0.4642857142857143,0,1
7,32,257,0.375,0.625,6,0
10,30,65,0.5666666666666667,0.43333333333333335,22,0
1,2,1,0.5,0.5,0,1
10,39,77,0.6153846153846154,0.38461538461538464,6,0
2,9,30,0.5555555555555556,0.4444444444444444,0,1
5,20,99,0.45,0.55,5,1
1,6,6,0.6666666666666666,0.3333333333333333,0,1
2,6,12,0.6666666666666666,0.3333333333333333,1,1
9,37,159,0.5675675675675675,0.43243243243243246,8,0
1,2,2,0.5,0.5,0,1
2,7,20,0.2857142857142857,0.7142857142857143,0,1
1,7,36,0.7142857142857143,0.2857142857142857,0,1
8,36,69,0.6666666666666666,0.3333333333333333,3,0
10,44,242,0.4090909090909091,0.5909090909090909,8,0
4,20,96,0.35,0.65,0,1
6,26,117,0.46153846153846156,0.5384615384615384,1,0
7,26,184,0.5,0.5,5,0
10,45,105,0.5777777777777777,0.4222222222222222,6,0
5,21,110,0.5714285714285714,0.42857142857142855,3,0
2,8,31,0.375,0.625,0,1
6,22,73,0.5,0.5,2,0
4,8,16,0.375,0.625,3,1
5,23,70,0.4782608695652174,0.5217391304347826,1,1
6,29,168,0.4482758620689655,0.5517241379310345,1,1
5,25,80,0.52,0.48,0,1
2,8,12,0.625,0.375,1,1
5,27,208,0.5185185185185185,0.48148148148148145,0,1
2,6,12,0.16666666666666666,0.8333333333333334,0,1
8,35,251,0.4857142857142857,0.5142857142857142,13,0
9,33,109,0.5454545454545454,0.45454545454545453,9,0
2,6,2,0.8333333333333334,0.16666666666666666,0,1
1,7,41,0.5714285714285714,0.42857142857142855,0,1
3,15,75,0.4,0.6,0,1
8,20,20,0.55,0.45,11,0
6,32,215,0.46875,0.53125,0,1
1,6,18,0.6666666666666666,0.3333333333333333,0,1
1,3,2,0.6666666666666666,0.3333333333333333,0,1
8,35,201,0.34285714285714286,0.6571428571428571,9,0
9,40,228,0.45,0.55,9,0
2,9,8,0.5555555555555556,0.4444444444444444,0,1
10,42,214,0.42857142857142855,0.5714285714285714,10,0
8,33,110,0.5757575757575758,0.42424242424242425,7,0
1,3,1,0.6666666666666666,0.3333333333333333,0,1
8,36,162,0.5277777777777778,0.4722222222222222,4,0
10,42,266,0.42857142857142855,0.5714285714285714,14,0
5,22,40,0.5454545454545454,0.45454545454545453,5,1
6,30,246,0.4,0.6,1,0
10,38,115,0.34210526315789475,0.6578947368421053,11,0
1,7,77,0.42857142857142855,0.5714285714285714,0,1
10,42,227,0.42857142857142855,0.5714285714285714,11,0
1,5,29,0.2,0.8,0,1
9,41,168,0.6585365853658537,0.34146341463414637,8,0
4,19,31,0.5263157894736842,0.47368421052631576,0,1
2,11,62,0.5454545454545454,0.45454545454545453,0,1
1,4,12,0.5,0.5,0,1
2,6,7,0.5,0.5,1,1
2,8,20,0.75,0.25,1,1
8,31,147,0.5483870967741935,0.45161290322580644,8,0
6,21,25,0.6190476190476191,0.38095238095238093,7,0
6,27,244,0.25925925925925924,0.7407407407407407,2,0
9,36,123,0.5277777777777778,0.4722222222222222,7,0
8,32,83,0.53125,0.46875,7,0
3,18,149,0.3888888888888889,0.6111111111111112,0,1
7,33,211,0.36363636363636365,0.6363636363636364,7,0
3,16,114,0.4375,0.5625,1,1
8,37,289,0.4864864864864865,0.5135135135135135,6,0
2,7,37,0.5714285714285714,0.42857142857142855,0,1
3,17,44,0.5294117647058824,0.47058823529411764,0,1
4,16,55,0.3125,0.6875,1,1
7,27,92,0.48148148148148145,0.5185185185185185,6,0
2,12,91,0.5833333333333334,0.4166666666666667,0,1
6,14,17,0.35714285714285715,0.6428571428571429,6,0
8,29,60,0.7241379310344828,0.27586206896551724,8,0
1,2,2,0.5,0.5,0,1
1,1,1,0.0,1.0,0,1
3,15,59,0.6,0.4,0,1
1,5,21,0.4,0.6,0,1
10,48,282,0.3958333333333333,0.6041666666666666,2,0
4,13,42,0.38461538461538464,0.6153846153846154,2,0
2,8,49,0.25,0.75,0,1
5,11,10,0.45454545454545453,0.5454545454545454,2,0
7,21,43,0.5238095238095238,0.47619047619047616,17,0
10,31,173,0.5806451612903226,0.41935483870967744,18,0
6,20,37,0.5,0.5,4,0
4,15,40,0.5333333333333333,0.4666666666666667,1,1
3,10,6,0.8,0.2,3,0
10,39,307,0.4358974358974359,0.5641025641025641,21,0
7,35,184,0.6,0.4,3,0
7,33,159,0.48484848484848486,0.5151515151515151,0,1
7,38,296,0.3684210526315789,0.631578947368421,2,0
2,8,12,0.5,0.5,0,1
4,15,48,0.3333333333333333,0.6666666666666666,1,1
4,16,32,0.625,0.375,1,1
6,23,106,0.391304347826087,0.6086956521739131,6,0
5,18,149,0.2222222222222222,0.7777777777777778,3,1
1,7,48,0.7142857142857143,0.2857142857142857,0,1
1,4,7,0.25,0.75,0,1
8,31,126,0.5483870967741935,0.45161290322580644,11,0
1,2,3,0.0,1.0,0,1
6,22,158,0.2727272727272727,0.7272727272727273,6,0
1,3,0,1.0,0.0,0,1
2,4,5,0.5,0.5,0,1
6,31,112,0.4838709677419355,0.5161290322580645,1,1
7,29,97,0.6551724137931034,0.3448275862068966,4,0
1,3,0,1.0,0.0,0,1
1,4,1,0.75,0.25,0,1
5,20,140,0.3,0.7,3,0
4,16,37,0.375,0.625,2,0
9,23,42,0.43478260869565216,0.5652173913043478,13,0
9,34,63,0.5294117647058824,0.47058823529411764,5,0
7,35,152,0.45714285714285713,0.5428571428571428,2,0
9,27,40,0.6296296296296297,0.37037037037037035,27,0
2,12,91,0.4166666666666667,0.5833333333333334,0,1
7,30,131,0.43333333333333335,0.5666666666666667,2,0
4,12,8,0.6666666666666666,0.3333333333333333,2,0
7,36,166,0.5277777777777778,0.4722222222222222,4,1
7,27,26,0.5925925925925926,0.4074074074074074,11,0
3,12,56,0.4166666666666667,0.5833333333333334,1,1
1,2,2,0.5,0.5,0,1
5,13,20,0.6153846153846154,0.38461538461538464,5,0
5,22,153,0.5,0.5,2,1
8,32,120,0.65625,0.34375,11,0
6,25,75,0.56,0.44,1,1
8,38,102,0.6052631578947368,0.39473684210526316,3,0
10,45,153,0.5777777777777777,0.4222222222222222,5,0
3,12,17,0.5833333333333334,0.4166666666666667,1,1
2,10,17,0.5,0.5,0,1
9,41,193,0.4878048780487805,0.5121951219512195,5,1
10,38,135,0.3684210526315789,0.631578947368421,12,0
7,31,155,0.41935483870967744,0.5806451612903226,5,0
1,6,0,1.0,0.0,0,1
1,4,9,0.5,0.5,0,1
9,53,325,0.41509433962264153,0.5849056603773585,0,1
5,20,144,0.55,0.45,1,1
10,39,241,0.46153846153846156,0.5384615384615384,8,0
3,14,53,0.5,0.5,0,1
7,34,234,0.4411764705882353,0.5588235294117647,4,0
4,16,117,0.3125,0.6875,0,1
2,4,5,0.5,0.5,0,1
6,32,239,0.59375,0.40625,2,1
3,16,151,0.5625,0.4375,0,1
10,34,128,0.5588235294117647,0.4411764705882353,11,0
1,7,125,0.14285714285714285,0.8571428571428571,0,1
1,3,7,0.0,1.0,0,1
1,3,7,0.0,1.0,0,1
3,13,35,0.6153846153846154,0.38461538461538464,1,1
6,26,72,0.5769230769230769,0.4230769230769231,0,1
3,13,21,0.6923076923076923,0.3076923076923077,1,1
2,6,23,0.3333333333333333,0.6666666666666666,1,1
2,7,19,0.5714285714285714,0.42857142857142855,0,1
1,7,81,0.5714285714285714,0.42857142857142855,0,1
4,14,37,0.35714285714285715,0.6428571428571429,1,1
5,24,75,0.4166666666666667,0.5833333333333334,0,1
6,20,86,0.65,0.35,4,0
8,35,177,0.4,0.6,2,0
7,27,83,0.5185185185185185,0.48148148148148145,6,0
8,36,136,0.4722222222222222,0.5277777777777778,9,0
3,14,30,0.7142857142857143,0.2857142857142857,0,1
1,1,0,1.0,0.0,0,1
5,18,81,0.5555555555555556,0.4444444444444444,2,0
6,23,60,0.4782608695652174,0.5217391304347826,3,0
3,14,22,0.5714285714285714,0.42857142857142855,0,1
8,35,190,0.5142857142857142,0.4857142857142857,6,0
8,29,117,0.6551724137931034,0.3448275862068966,4,0
8,37,132,0.4594594594594595,0.5405405405405406,6,0
9,44,156,0.5227272727272727,0.4772727272727273,4,0
4,21,92,0.38095238095238093,0.6190476190476191,0,1
4,12,38,0.25,0.75,1,0
4,20,82,0.55,0.45,3,1
9,38,163,0.6052631578947368,0.39473684210526316,11,0
4,18,143,0.5555555555555556,0.4444444444444444,1,1
9,34,64,0.5294117647058824,0.47058823529411764,15,0
6,18,37,0.5555555555555556,0.4444444444444444,6,0
9,28,68,0.5,0.5,9,0
7,21,88,0.5714285714285714,0.42857142857142855,7,0
10,40,201,0.45,0.55,9,0
7,26,85,0.38461538461538464,0.6153846153846154,5,0
6,20,43,0.55,0.45,4,0
6,30,119,0.36666666666666664,0.6333333333333333,2,1
1,1,1,0.0,1.0,0,1
10,30,76,0.4,0.6,11,0
9,37,153,0.5945945945945946,0.40540540540540543,9,0
4,15,115,0.4,0.6,3,0
1,6,62,0.16666666666666666,0.8333333333333334,0,1
6,25,66,0.52,0.48,4,0
6,18,9,0.7777777777777778,0.2222222222222222,8,0
2,10,27,0.5,0.5,0,1
1,5,22,0.4,0.6,0,1
1,3,5,0.3333333333333333,0.6666666666666666,0,1
1,1,1,0.0,1.0,0,1
7,23,106,0.5217391304347826,0.4782608695652174,3,0
8,26,69,0.38461538461538464,0.6153846153846154,7,0
2,3,3,0.3333333333333333,0.6666666666666666,0,1
3,20,68,0.5,0.5,0,1
5,13,48,0.3076923076923077,0.6923076923076923,6,0
7,32,139,0.46875,0.53125,2,1
10,36,125,0.5555555555555556,0.4444444444444444,8,0
8,22,24,0.5909090909090909,0.4090909090909091,13,0
7,22,59,0.5,0.5,7,0
4,13,26,0.46153846153846156,0.5384615384615384,4,1
1,6,63,0.0,1.0,0,1
5,21,68,0.5714285714285714,0.42857142857142855,3,0
2,8,107,0.375,0.625,0,1
4,20,67,0.45,0.55,0,1
9,34,85,0.5588235294117647,0.4411764705882353,10,0
5,10,12,0.6,0.4,6,0
8,33,203,0.5454545454545454,0.45454545454545453,6,0
7,27,165,0.5555555555555556,0.4444444444444444,2,0
4,12,26,0.5,0.5,0,1
3,9,11,0.6666666666666666,0.3333333333333333,0,1
5,20,116,0.5,0.5,3,0
7,32,150,0.59375,0.40625,7,0
7,25,119,0.44,0.56,8,0
5,22,72,0.6363636363636364,0.36363636363636365,2,1
6,21,58,0.7142857142857143,0.2857142857142857,7,0
7,32,90,0.53125,0.46875,2,1
4,15,9,0.7333333333333333,0.26666666666666666,4,0
1,1,1,0.0,1.0,0,1
3,8,3,0.75,0.25,1,1
9,46,177,0.6521739130434783,0.34782608695652173,4,0
2,9,81,0.3333333333333333,0.6666666666666666,0,1
4,15,78,0.4,0.6,3,1
8,42,316,0.47619047619047616,0.5238095238095238,8,0
2,5,10,0.4,0.6,1,1
4,20,114,0.8,0.2,1,0
8,34,110,0.5,0.5,3,0
10,41,314,0.43902439024390244,0.5609756097560976,9,0
6,19,37,0.5263157894736842,0.47368421052631576,5,0
1,3,7,0.0,1.0,0,1
3,12,113,0.4166666666666667,0.5833333333333334,1,1
5,19,60,0.3684210526315789,0.631578947368421,3,0
2,8,16,0.5,0.5,0,1
8,40,262,0.375,0.625,2,1
4,23,260,0.4782608695652174,0.5217391304347826,0,1
7,32,144,0.5,0.5,3,0
1,4,13,0.25,0.75,0,1
6,19,74,0.47368421052631576,0.5263157894736842,8,0
6,27,105,0.48148148148148145,0.5185185185185185,1,1
10,37,123,0.5135135135135135,0.4864864864864865,10,0
6,19,92,0.42105263157894735,0.5789473684210527,3,0
8,34,216,0.5294117647058824,0.47058823529411764,5,0
9,45,182,0.4444444444444444,0.5555555555555556,1,0
1,4,5,0.5,0.5,0,1
1,5,21,0.4,0.6,0,1
3,10,50,0.6,0.4,1,1
5,19,93,0.5789473684210527,0.42105263157894735,6,1
9,34,144,0.5882352941176471,0.4117647058823529,5,0
6,15,13,0.6666666666666666,0.3333333333333333,7,1
7,27,171,0.25925925925925924,0.7407407407407407,13,0
2,13,28,0.7692307692307693,0.23076923076923078,0,1
8,32,104,0.46875,0.53125,8,0
9,30,85,0.4,0.6,10,0
6,16,48,0.6875,0.3125,7,0
1,7,43,0.42857142857142855,0.5714285714285714,0,1
7,33,263,0.45454545454545453,0.5454545454545454,4,0
10,44,202,0.5454545454545454,0.45454545454545453,6,0
3,5,2,0.6,0.4,0,1
7,34,269,0.47058823529411764,0.5294117647058824,1,0
8,29,207,0.41379310344827586,0.5862068965517241,9,0
5,20,122,0.55,0.45,2,0
4,11,28,0.5454545454545454,0.45454545454545453,2,0
6,20,39,0.55,0.45,9,0
8,37,160,0.4594594594594595,0.5405405405405406,2,0
2,6,13,0.5,0.5,1,1
9,44,298,0.4318181818181818,0.5681818181818182,5,0
10,36,95,0.5,0.5,13,0
9,35,138,0.3142857142857143,0.6857142857142857,7,0
5,15,118,0.4,0.6,6,0
6,21,23,0.7142857142857143,0.2857142857142857,6,0
5,22,206,0.36363636363636365,0.6363636363636364,3,0
5,16,35,0.5,0.5,2,0
10,42,326,0.47619047619047616,0.5238095238095238,10,0
7,22,53,0.5909090909090909,0.4090909090909091,7,0
5,22,35,0.45454545454545453,0.5454545454545454,2,0
2,11,46,0.36363636363636365,0.6363636363636364,0,1
9,36,151,0.4722222222222222,0.5277777777777778,4,0
9,40,169,0.35,0.65,5,0
3,5,0,1.0,0.0,4,0
3,12,21,0.6666666666666666,0.3333333333333333,1,1
10,45,369,0.4444444444444444,0.5555555555555556,12,0
3,14,18,0.7142857142857143,0.2857142857142857,0,1
4,15,46,0.6666666666666666,0.3333333333333333,2,0
6,21,74,0.5238095238095238,0.47619047619047616,1,0
2,8,10,0.625,0.375,0,1
6,20,45,0.55,0.45,7,0
10,31,105,0.45161290322580644,0.5483870967741935,17,0
2,7,5,0.7142857142857143,0.2857142857142857,0,1
9,34,212,0.47058823529411764,0.5294117647058824,9,0
5,15,55,0.6,0.4,3,0
1,4,1,0.75,0.25,0,1
7,28,33,0.6071428571428571,0.39285714285714285,3,0
1,1,1,0.0,1.0,0,1
6,21,117,0.6666666666666666,0.3333333333333333,6,0
5,31,179,0.6129032258064516,0.3870967741935484,1,1
1,3,3,0.3333333333333333,0.6666666666666666,0,1
2,10,19,0.5,0.5,0,1
10,38,149,0.5263157894736842,0.47368421052631576,9,0
1,7,95,0.14285714285714285,0.8571428571428571,0,1
9,40,188,0.575,0.425,7,0
1,2,1,0.5,0.5,0,1
10,42,245,0.4523809523809524,0.5476190476190477,12,0
10,37,113,0.5945945945945946,0.40540540540540543,13,0
8,33,148,0.48484848484848486,0.5151515151515151,6,0
5,16,45,0.5625,0.4375,4,0
2,13,41,0.6923076923076923,0.3076923076923077,0,1
9,37,285,0.3783783783783784,0.6216216216216216,10,0
8,38,233,0.5789473684210527,0.42105263157894735,2,1
6,21,142,0.38095238095238093,0.6190476190476191,5,0
7,23,76,0.391304347826087,0.6086956521739131,6,0
4,18,16,0.6666666666666666,0.3333333333333333,0,1
5,18,31,0.6111111111111112,0.3888888888888889,1,1
4,14,12,0.6428571428571429,0.35714285714285715,2,1
3,10,53,0.5,0.5,0,1
4,14,68,0.42857142857142855,0.5714285714285714,2,1
3,9,28,0.4444444444444444,0.5555555555555556,1,1
7,30,64,0.5,0.5,2,0
10,42,145,0.5952380952380952,0.40476190476190477,11,0
10,47,230,0.6170212765957447,0.3829787234042553,5,0
1,5,1,0.8,0.2,0,1
10,40,269,0.375,0.625,14,0
1,3,6,0.3333333333333333,0.6666666666666666,0,1
1,5,1,0.8,0.2,0,1
8,34,139,0.4411764705882353,0.5588235294117647,8,0
4,18,78,0.5555555555555556,0.4444444444444444,2,1
5,18,47,0.5,0.5,3,1
2,7,21,0.5714285714285714,0.42857142857142855,1,1
2,12,69,0.3333333333333333,0.6666666666666666,0,1
1,3,5,0.3333333333333333,0.6666666666666666,0,1
8,28,83,0.39285714285714285,0.6071428571428571,8,0
2,9,32,0.3333333333333333,0.6666666666666666,0,1
10,40,247,0.575,0.425,9,0
6,24,133,0.4583333333333333,0.5416666666666666,2,0
5,18,86,0.6111111111111112,0.3888888888888889,3,0
9,32,257,0.40625,0.59375,7,0
5,25,173,0.36,0.64,4,1
2,8,43,0.5,0.5,1,1
7,25,111,0.52,0.48,9,0
9,33,99,0.3939393939393939,0.6060606060606061,17,0
10,40,130,0.45,0.55,11,0
9,37,198,0.5675675675675675,0.43243243243243246,6,0
3,9,5,0.7777777777777778,0.2222222222222222,3,0
8,32,170,0.5,0.5,5,0
1,1,0,1.0,0.0,0,1
9,27,100,0.25925925925925924,0.7407407407407407,17,0
8,27,99,0.48148148148148145,0.5185185185185185,9,0
8,42,215,0.5,0.5,5,0
4,18,91,0.5,0.5,1,1
10,47,243,0.5106382978723404,0.48936170212765956,6,0
10,35,162,0.4,0.6,20,0
3,9,10,0.6666666666666666,0.3333333333333333,0,1
2,11,36,0.45454545454545453,0.5454545454545454,0,1
10,28,143,0.5357142857142857,0.4642857142857143,19,0
2,7,47,0.2857142857142857,0.7142857142857143,0,1
3,12,48,0.4166666666666667,0.5833333333333334,0,1
3,19,49,0.6842105263157895,0.3157894736842105,0,1
1,7,16,0.8571428571428571,0.14285714285714285,0,1
4,17,118,0.47058823529411764,0.5294117647058824,2,1
6,27,137,0.48148148148148145,0.5185185185185185,1,1
8,40,76,0.55,0.45,1,1
7,26,115,0.38461538461538464,0.6153846153846154,3,0
8,41,230,0.3902439024390244,0.6097560975609756,5,1
9,29,64,0.41379310344827586,0.5862068965517241,12,0
10,42,93,0.5714285714285714,0.42857142857142855,7,0
1,1,0,1.0,0.0,0,1
7,28,141,0.39285714285714285,0.6071428571428571,4,0
4,16,81,0.5625,0.4375,1,1
2,13,71,0.46153846153846156,0.5384615384615384,0,1
5,16,28,0.3125,0.6875,4,1
3,15,82,0.4666666666666667,0.5333333333333333,0,1
9,45,178,0.5777777777777777,0.4222222222222222,2,1
8,31,103,0.5161290322580645,0.4838709677419355,5,0
1,1,0,1.0,0.0,0,1
6,15,54,0.6,0.4,6,0
3,12,36,0.4166666666666667,0.5833333333333334,0,1
7,28,183,0.4642857142857143,0.5357142857142857,7,0
7,26,83,0.46153846153846156,0.5384615384615384,5,0
7,20,60,0.55,0.45,10,0
9,38,254,0.34210526315789475,0.6578947368421053,8,1
3,10,4,0.9,0.1,1,0
3,13,49,0.5384615384615384,0.46153846153846156,1,1
8,35,249,0.2857142857142857,0.7142857142857143,6,0
1,1,1,0.0,1.0,0,1
6,20,112,0.4,0.6,6,0
2,8,54,0.5,0.5,1,1
3,12,73,0.08333333333333333,0.9166666666666666,4,1
3,17,118,0.4117647058823529,0.5882352941176471,0,1
5,15,35,0.5333333333333333,0.4666666666666667,3,0
3,13,6,0.8461538461538461,0.15384615384615385,1,1
9,40,252,0.4,0.6,8,0
3,9,17,0.3333333333333333,0.6666666666666666,1,0
8,38,178,0.5789473684210527,0.42105263157894735,2,1
10,39,69,0.6153846153846154,0.38461538461538464,6,0
3,14,104,0.35714285714285715,0.6428571428571429,0,1
4,12,69,0.5833333333333334,0.4166666666666667,1,0
9,41,106,0.5609756097560976,0.43902439024390244,5,0
4,20,222,0.5,0.5,0,1
8,25,87,0.52,0.48,10,0
4,12,7,0.75,0.25,3,0
10,42,157,0.42857142857142855,0.5714285714285714,13,0
6,21,42,0.38095238095238093,0.6190476190476191,4,0
6,21,31,0.5238095238095238,0.47619047619047616,6,0
7,35,227,0.5714285714285714,0.42857142857142855,0,1
5,22,34,0.5454545454545454,0.45454545454545453,1,1
4,22,99,0.4090909090909091,0.5909090909090909,0,1
7,29,87,0.6206896551724138,0.3793103448275862,5,0
6,24,74,0.4583333333333333,0.5416666666666666,2,0
2,12,25,0.75,0.25,0,1
2,5,1,0.8,0.2,0,1
7,27,65,0.6296296296296297,0.37037037037037035,8,0
10,31,131,0.45161290322580644,0.5483870967741935,14,0
7,24,162,0.3333333333333333,0.6666666666666666,6,0
3,12,34,0.4166666666666667,0.5833333333333334,1,1
6,22,80,0.5454545454545454,0.45454545454545453,4,1
3,15,19,0.5333333333333333,0.4666666666666667,0,1
8,34,88,0.5,0.5,4,1
1,1,1,0.0,1.0,0,1
7,21,41,0.47619047619047616,0.5238095238095238,10,0
4,18,78,0.5555555555555556,0.4444444444444444,0,1
7,26,57,0.46153846153846156,0.5384615384615384,4,0
5,23,80,0.5652173913043478,0.43478260869565216,1,1
10,39,64,0.5128205128205128,0.48717948717948717,5,0
9,36,67,0.5277777777777778,0.4722222222222222,5,0
7,30,204,0.5333333333333333,0.4666666666666667,3,0
5,19,53,0.5263157894736842,0.47368421052631576,7,0
10,40,134,0.375,0.625,8,0
6,25,114,0.56,0.44,8,1
1,3,2,0.6666666666666666,0.3333333333333333,0,1
10,37,113,0.5405405405405406,0.4594594594594595,11,0
2,7,6,0.7142857142857143,0.2857142857142857,0,1
3,7,14,0.42857142857142855,0.5714285714285714,1,1
7,32,182,0.53125,0.46875,5,0
8,31,151,0.6451612903225806,0.3548387096774194,6,0
2,4,4,0.25,0.75,0,1
9,31,96,0.45161290322580644,0.5483870967741935,11,0
5,20,72,0.6,0.4,3,0
4,9,5,0.5555555555555556,0.4444444444444444,1,0
9,42,135,0.5952380952380952,0.40476190476190477,6,0
8,26,82,0.5,0.5,12,0
7,17,25,0.5294117647058824,0.47058823529411764,12,0
5,23,224,0.4782608695652174,0.5217391304347826,4,1
6,25,280,0.44,0.56,3,0
8,34,77,0.6764705882352942,0.3235294117647059,9,0
2,9,118,0.2222222222222222,0.7777777777777778,1,1
8,29,121,0.5517241379310345,0.4482758620689655,10,0
2,8,70,0.625,0.375,0,1
10,32,99,0.4375,0.5625,10,0
7,25,188,0.28,0.72,7,0
3,11,14,0.6363636363636364,0.36363636363636365,1,1
1,3,7,0.0,1.0,0,1
7,27,143,0.6296296296296297,0.37037037037037035,12,0
10,40,204,0.6,0.4,13,0
3,11,27,0.6363636363636364,0.36363636363636365,1,1
2,5,1,0.8,0.2,0,1
6,27,38,0.6296296296296297,0.37037037037037035,4,0
9,26,16,0.7307692307692307,0.2692307692307692,17,0
3,18,87,0.6111111111111112,0.3888888888888889,0,1
10,24,41,0.5416666666666666,0.4583333333333333,19,0
9,37,344,0.43243243243243246,0.5675675675675675,10,0
3,15,116,0.4666666666666667,0.5333333333333333,1,1
8,44,160,0.5454545454545454,0.45454545454545453,2,1
6,18,94,0.5,0.5,10,0
4,14,60,0.5,0.5,2,1
1,4,5,0.5,0.5,0,1
10,47,163,0.3404255319148936,0.6595744680851063,0,1
3,20,84,0.65,0.35,0,1
1,1,0,1.0,0.0,0,1
9,39,156,0.4358974358974359,0.5641025641025641,7,0
4,17,145,0.35294117647058826,0.6470588235294118,4,0
5,15,48,0.6,0.4,3,0
2,14,112,0.6428571428571429,0.35714285714285715,0,1
7,26,157,0.5384615384615384,0.46153846153846156,6,0
9,35,79,0.5714285714285714,0.42857142857142855,3,0
10,46,260,0.41304347826086957,0.5869565217391305,7,0
1,5,13,0.4,0.6,0,1
3,13,108,0.3076923076923077,0.6923076923076923,1,1
2,8,9,0.625,0.375,0,1
6,23,231,0.43478260869565216,0.5652173913043478,5,0
5,30,276,0.4666666666666667,0.5333333333333333,0,1
3,12,11,0.5,0.5,0,1
2,9,40,0.3333333333333333,0.6666666666666666,0,1
9,29,90,0.5517241379310345,0.4482758620689655,13,0
4,10,12,0.4,0.6,1,1
10,46,206,0.5434782608695652,0.45652173913043476,7,0
4,13,89,0.46153846153846156,0.5384615384615384,2,0
9,33,127,0.45454545454545453,0.5454545454545454,10,0
2,12,122,0.5833333333333334,0.4166666666666667,1,1
1,3,7,0.0,1.0,0,1
10,38,56,0.5789473684210527,0.42105263157894735,11,0
9,45,257,0.4666666666666667,0.5333333333333333,4,0
9,37,173,0.5405405405405406,0.4594594594594595,5,0
2,4,2,0.75,0.25,1,1
3,15,73,0.5333333333333333,0.4666666666666667,1,1
6,20,35,0.6,0.4,7,0
4,14,25,0.35714285714285715,0.6428571428571429,0,1
7,26,58,0.5769230769230769,0.4230769230769231,5,0
3,14,60,0.35714285714285715,0.6428571428571429,0,1
5,20,36,0.55,0.45,1,1
3,10,54,0.6,0.4,1,0
10,39,112,0.5641025641025641,0.4358974358974359,12,0
10,35,89,0.42857142857142855,0.5714285714285714,12,0
3,11,32,0.45454545454545453,0.5454545454545454,1,1
10,35,159,0.4857142857142857,0.5142857142857142,12,0
1,6,39,0.3333333333333333,0.6666666666666666,0,1
3,6,2,0.6666666666666666,0.3333333333333333,2,0
1,6,43,0.3333333333333333,0.6666666666666666,0,1
6,21,40,0.2857142857142857,0.7142857142857143,5,1
8,26,44,0.5769230769230769,0.4230769230769231,7,0
8,41,218,0.4878048780487805,0.5121951219512195,4,1
6,25,135,0.52,0.48,2,0
9,34,83,0.5882352941176471,0.4117647058823529,8,0
9,36,134,0.5,0.5,9,0
9,40,91,0.55,0.45,6,0
4,16,64,0.4375,0.5625,1,0
7,27,34,0.5925925925925926,0.4074074074074074,4,0
9,43,194,0.5116279069767442,0.4883720930232558,9,0
7,29,58,0.5862068965517241,0.41379310344827586,5,0
4,21,124,0.38095238095238093,0.6190476190476191,2,0
4,23,207,0.5217391304347826,0.4782608695652174,1,1
9,41,210,0.5853658536585366,0.4146341463414634,6,0
2,8,6,0.625,0.375,1,1
10,36,133,0.4166666666666667,0.5833333333333334,10,0
8,27,90,0.4444444444444444,0.5555555555555556,8,0
7,31,78,0.5483870967741935,0.45161290322580644,5,0
7,25,237,0.48,0.52,12,0
3,14,63,0.5714285714285714,0.42857142857142855,0,1
1,1,0,1.0,0.0,0,1
10,35,156,0.4,0.6,19,0
8,29,45,0.41379310344827586,0.5862068965517241,1,0
5,25,115,0.48,0.52,3,1
7,45,389,0.4666666666666667,0.5333333333333333,0,1
4,13,8,0.6923076923076923,0.3076923076923077,4,0
9,35,146,0.6,0.4,10,0
8,37,142,0.5135135135135135,0.4864864864864865,7,0
3,12,22,0.4166666666666667,0.5833333333333334,1,1
5,18,40,0.5555555555555556,0.4444444444444444,2,0
2,6,11,0.5,0.5,0,1
1,3,5,0.3333333333333333,0.6666666666666666,0,1
1,1,1,0.0,1.0,0,1
10,48,189,0.5208333333333334,0.4791666666666667,5,0
5,17,122,0.4117647058823529,0.5882352941176471,1,0
6,27,134,0.48148148148148145,0.5185185185185185,2,0
5,19,55,0.3684210526315789,0.631578947368421,3,0
5,21,77,0.42857142857142855,0.5714285714285714,3,0
9,42,104,0.6904761904761905,0.30952380952380953,5,0
2,9,33,0.3333333333333333,0.6666666666666666,0,1
8,35,150,0.5714285714285714,0.42857142857142855,8,0
10,35,100,0.45714285714285713,0.5428571428571428,17,0
7,21,19,0.6666666666666666,0.3333333333333333,9,0
3,12,102,0.3333333333333333,0.6666666666666666,1,1
2,5,7,0.4,0.6,1,1
10,38,229,0.5263157894736842,0.47368421052631576,12,0
8,38,161,0.5526315789473685,0.4473684210526316,4,0
7,30,213,0.36666666666666664,0.6333333333333333,2,0
